period,event_type,mention_count,descriptions
不明,技术认知,1,作者指出当时日本误以为能在 1998 年造出七米高的人形机器人
不明,过往恋爱经历,1,在多数恋爱中只需正常送礼和陪伴就能让女生开心
不明,与大小姐相处,1,作为雇主和朋友的“大小姐”从未要求作者学习恋爱技巧
不明,情感反思,1,作者因目睹他人真实的恋爱状态而质疑自己过去的感情
不明,创业失败故事讲述者,1,作者以旁观者身份讲述了一位名叫小 C 的富二代创业失败的经历
不明,工厂生产沟通经历,1,作者作为工厂方多次前往小 C 位于超一线城市市中心的豪华公司进行前期生产沟通
不明,办公室环境对比,1,作者将自己简陋的办公室与小 C 装修豪华的办公室进行对比，感到丧气
不明,客户反复修改样品,1,作者亲历了小 C 因纠结产品细节而反复要求设计师修改并打印样品的过程
不明,成本核算与报价,1,作者与老板老 L 共同向小 C 解释实际生产成本远高于其预期的情况
不明,应对客户无理要求,1,作者亲历了老板老 L 通过话术引导小 C 接受高昂的修改费用并成功收款的过程
不明,项目最终搁置获利,1,作者亲历了小 C 因内部矛盾长期失联，导致项目搁置，工厂最终含泪赚取高额前期费用的结果
不明,朋友调侃写书,1,朋友建议作者利用认识富家女的经历去写爽文小说
不明,拒绝私奔请求,1,作者因害怕对方父亲报复而拒绝富家女离家出走的提议
不明,听闻朋友被甩,1,听说加拿大留学的朋友被谈了五年的女友分手，对方抱怨其没上进心且花费百万。
不明,嘲笑朋友舔狗,1,和朋友们一起嘲笑这位老实听话、恋爱五年仅牵手的朋友是“舔狗”。
不明,见证朋友释怀,1,观察到朋友在分手几个月后突然放下，后来得知是因为接触了一位陪侍人员。
不明,听闻朋友觉醒,1,得知朋友在经历短暂陪伴后心态转变，不再卑微并觉醒了自身价值。
不明,收到求助咨询,1,作者收到一位家长咨询其孩子从高中到大学期间多次借网贷、累计欠债30万且家庭无力偿还的困境。
不明,带娃经历,1,作者曾带过从 4 岁到 14 岁不等的孩子
不明,家族角色,1,作者作为家族孩子王，逢年过节常带小朋友们玩耍
不明,婚姻态度,1,作者因目睹母亲带娃的困境而极度排斥结婚和妻子身份
不明,使用 AI 生成图片,1,作者经常使用 AI 工具生成图片并欣赏其中的创意与美感
不明,共同旅行经历,1,作者与伴侣在旅游中多次遭遇突发状况（如误车、忘带证件、手机没电），对方均从容化解并安抚情绪
不明,共同漫展经历,1,作者与伴侣参加漫展时作者忘记带鞋，对方主动安排闪送并幽默调侃
不明,共同爬山经历,1,作者与伴侣爬山时因对方误判山势高度引发小插曲，对方表示不生气并提议下山觅食
不明,暴雨骑行经历,1,作者借电动车送伴侣回家途中遭遇大暴雨，两人在雨中嬉笑打闹
不明,日常用餐互动,1,作者与伴侣吃饭时因作者吃太快，对方多次开玩笑想“偷”菜
不明,迪士尼游玩经历,1,作者与伴侣夏天去迪士尼排队两小时，对方在暴晒下仍保持乐观并打赌
不明,共同游戏经历,1,作者与伴侣一起玩高难度游戏《分手厨房》，面对失败互相吐槽并感谢陪伴
不明,观察他人行为,1,前搭子多次向作者展示某类男人的内心独白
不明,群体吟唱经历,1,作者曾参与过类似动画中“群体吟唱”的集体喊话活动
不明,认知局限,1,作者承认自己无法分辨机遇与陷阱的区别
不明,认知态度,1,作者表示从不相信任何自己没看到或没了解的一面之词
不明,观点形成,1,2005 年起作者认为男性消费力被家庭等支出替代
不明,市场观察,1,作者观察到男性消费能力较十年前显著增强
不明,理论反思,1,作者表示至今无法搞清这种开心心态的生成机制
不明,观察社交互动,1,描述向不懂高达历史的女生科普剧情时，对方会因讲解清晰而听得津津有味 / 描述向女生强行灌输政治隐喻和激进观点时，对方会在十分钟内产生嫌弃并拒绝倾听
不明,未婚未育未就业状态,1,作者自称没有结婚买房、上班交税或当兵打仗
不明,依赖伴侣生活,1,作者承认通过女朋友获取福利并自比为米虫
不明,消极生活态度,1,作者表示经常只想睡觉做爱，对国家号召充耳不闻
不明,遭遇背地诋毁,1,被昔日好友在背后持续贬低并感到委屈
不明,获知他人看法,1,从另一朋友处得知自己因性格乐观常被多人看不顺眼
不明,陪练互动,1,在陪练中鼓励对方全力攻击自己并导致对方被吓哭
不明,扮演 S 角色,1,作者曾应一位抖 M 女生的请求，在一段时间内扮演强硬的主导者角色以满足其心理需求。
不明,情感缺失状态,1,作者描述自己或同类人长期处于没被爱过的状态
不明,网络信息沉浸,1,作者指出此类人长期处于互联网男女对立的信息茧房中
不明,情感投射行为,1,作者描述此类人遇到好感对象后会陷入自我感动的行为模式
不明,Cosplay 朋友相处,1,与玩 Cosplay 的朋友同居，负责家务并因体力好被要求抱对方洗澡
不明,标签困扰期,1,长期被贴上“高个黑皮体育生”标签，渴望被认可为有内涵的眼镜少年
不明,运动员生涯,1,体重长期维持在 85kg 且每日需摄入 6000 大卡
不明,模特训练期,1,为保持 75kg 体重每日限制摄入 2000 卡路里导致极度饥饿
不明,母亲管控期,1,母亲严格监控饮食、没收零花钱并搜查房间囤积零食
不明,社交换食期,1,为获取食物向陌生女性示好甚至发生性关系
不明,观察朋友挥霍,1,作者目睹一位富二代朋友五年内挥霍 900 万且生活条件不如普通人
不明,游戏互动经历,1,作者曾玩 Galgame 时因不敢存档而体验被角色言语羞辱的情节
不明,职场受教,1,前老板曾教导“宁愿把女人当狗，也不要把女人当敌人”
不明,酒后状态,1,醉酒后曾喃喃自语“对不起，我不配”
不明,从事杂工,1,作者曾做过多种临时工作，借此接触了不少家境优越的浙江女生
不明,担任专职司机,1,作者曾受雇接送一位宁波老板的女儿及其同学上下学，持续两年多
不明,观察学生生活,1,作者在接送过程中观察到这些女生生活丰富多彩但几乎不谈论恋爱话题
不明,应对学生逃学,1,作者负责将一位成绩优异但拒绝去学校的女生送入教室并接回，以应对她频繁逃学去酒店的行为
不明,朋友互动观察,1,作者观察到不同背景的朋友对“流浪汉”玩笑的不同反应 / 作者记录富二代朋友分享被保安驱赶的糗事
不明,过年被父母劝退,1,母亲提出给房租和买车，要求作者停止在外漂泊并改善形象
不明,观察朋友现状,1,发现身边朋友多由父母安排轻松工作或提供高额生活费以换取安稳
不明,低压力生活状态,1,每天睁眼无沉重生活压力，能过一天算一天
不明,低消费生存模式,1,只要口袋有 500 元就能继续赖床，用完再考虑钱的事
不明,即时享乐消费,1,有钱到手优先用于美食、电影、喝酒、泡澡和温泉
不明,无负债生活,1,没有负债、欠款，也没有讨厌的工作
不明,拒绝信贷行为,1,未开通花呗借呗信用卡，坚决不贷款消费
不明,家庭区域管理,1,家中允许保姆亲属在一楼帮忙或吃饭但禁止上二楼
不明,社会现象分析,1,作者指出 AI 技术堵死了互联网小技工的生存路径
不明,爱好掩饰,1,试图用追求作品深刻内涵来掩盖对二次元美少女的喜爱
不明,私下行为,1,在严肃讨论时偷偷关注二次元美少女的臀部
不明,表面态度,1,对外宣称讨厌女人和废萌作品以维持禁欲形象
不明,真实反应,1,面对巨乳 coser 时内心动摇无法保持镇定
不明,观察漫展现状,1,作者观察到当前漫展中仍有大量同好交流、老角色 Cos 及优质二创作品。
不明,质疑他人观点,1,作者表示无法理解部分老二次元抨击当前漫展的原因。
不明,被伴侣评价幼稚,1,交往过的女性都跺脚指责作者幼稚
不明,与伴侣嬉笑打闹,1,在公众场合与伴侣一起嬉笑打闹
不明,用撒娇化解矛盾,1,通过揉脑袋和表达爱意解决伴侣的抱怨
不明,对某人的态度,1,作者表示完全不讨厌也不认识某人，仅持无感态度
不明,机械设定师工作,1,作者在设计人形兵器时总会为其配备刀具并设计拔刀摆姿势的动作
不明,朋友勾搭学生,1,作者朋友专门勾搭女高中生和女大学生，且以让他人破防为乐
不明,与父亲共同游戏,1,父亲作为导师带自己玩怪物猎人，并出资共同抽卡明日方舟
不明,与父亲交流动漫观点,1,父子双方互相吐槽对方喜欢的动画作品（如国家队与板机社作品）
不明,与父亲互相认角色,1,父亲能认出大部分手游角色，但自己无法认出父亲喜欢的老角色
不明,深夜看视频感动落泪,1,作者半夜偷偷看 90 年代勇者合体视频时莫名感动哭泣
不明,女友温柔接纳,1,女友发现后未责备反而拥抱并肯定作者的喜好
不明,被评价为浪漫过头,1,女友称作者为“浪漫过头”且表示喜欢这种中二特质
不明,网络身份表达,1,在匿名网络环境中公开表示对被性侵经历持不在意态度
不明,现实社交顾虑,1,在现实生活中刻意避免让伴侣误会自己曾遭遇性侵
不明,情感应对原则,1,确立若伴侣因性侵经历陷入精神痛苦则果断分手的交往底线
不明,动漫知识讨论,1,作者列举了高达系列中多个存在争议的历史设定问题
不明,游戏玩家身份,1,作为碧蓝航线玩家对现实中女性身材已无执念
不明,人际反差,1,经常遭遇他人从极度喜爱转变为极度憎恨
不明,信任获取,1,能让初次见面的人迅速对自己掏心掏肺
不明,关系破裂,1,因情绪过于稳定且无法察觉恶意，导致多次搞砸人际关系
不明,自我定位,1,持续强调自己只是小废物而非救世主以降低他人期待
不明,情绪调节,1,遇到不开心之事半天内即可释怀并自娱自乐
不明,伴侣相处,1,与伴侣形成互补关系，对方看透自己本质并愿意包容
不明,收费陪聊,1,作者因陪女生聊骚需要极大耐心而提供收费服务
不明,个人消费水平,1,作者支付宝常年余额不足一万，仅能实现萨莉亚蜗牛自由
不明,朋友经济状况,1,作者认识一位开医院家庭的富家女，花钱无度且常赖在作者家蹭吃蹭喝
不明,听闻创业套现,1,作者听闻有人向家里索要 900 万创业资金，挥霍两年后回家继承家业
不明,观察零花钱差异,1,作者观察到家底深厚的朋友（如公司流动资金九位数或红三代）每周零花钱仅两三千
不明,朋友资金限制,1,作者发现大部分朋友能自由支配的资金不超过五万，超十万需向家里申请
不明,拒绝讨论高达,1,不想再与人争论高达机体强弱或设定细节
不明,隐藏小众癖好,1,因害怕被误解而回避在现实中谈论特定的二次元癖好
不明,女友角色扮演提议,1,女友表示愿意扮演作者喜欢的二次元角色并称呼其为“爸爸”
不明,二次元文化偏好,1,作者认为二次元作品将女性美好一面展现到极致且版本更新快
不明,拥有小院,1,作者拥有自己的小院，可举办烧烤电影派对或围炉煮茶。
不明,居家生活,1,作者春夏午后在落地玻璃客厅休息，观察宠物狗、燕子及家禽活动。
不明,逻辑推演,1,作者通过假设性场景描述男闺蜜与女友之间可能存在的亲密互动
不明,被赠予生日惊喜,1,有人为庆祝作者生日特意换上其最喜欢的 JK 制服
不明,阅读共鸣体验,1,阅读描写地雷系细节及互相救赎剧情的书籍时感到写实且触动
不明,多次重复经历,1,此类头发缠绕事件后续又发生过多次
不明,特定情节生理反应,1,看到相关色情描写时会产生生理紧张并心理吐槽
不明,规划行程,1,主动订酒店并安排烧烤、电影及做饭等约会行程
